isc,Voc,iMPP,VMPP,iMPPx,iOCx,FF,PCE,iaug_MPP,irad_MPP,isrh_MPP,isII_MPP,isIII_MPP,iaug_OC,irad_OC,isrh_OC,isII_OC,isIII_OC
227.085,0.908899341951757,217.4568,0.8,-0.285569999999979,-6.50067840000006,0.842866402596963,17.396544,0.0176231,0.2812314,0.01343152,7.66800599999998,1.648069,0.132772428,0.87813258,0.0402394096,213.966052,12.7221004
211.4061,0.65815332991306,198.5692,0.575,-0.448500000000024,-7.2119,0.820606841471112,11.417729,2.38195,0.1310119,0.572096700000001,9.44940000000006,0.3050998,7.18312612,0.273400856,1.1865656,208.245096,0.625533288
252.8523,1.08240788556434,243.6342,0.625,-0.326638000000003,-3.72107800000002e-05,0.556365784045362,15.2271375,0.6917664,0.8077504,3.574938,4.143321,0.0002728718,86.4017984,21.7802304,32.3018672,112.361044,0.00737327464
162.1156,0.614524837632525,149.2321,0.45,-0.280918,-0.52230904,0.674078562290607,6.7154445,0.001178582,0.01314569,6.877188,6.146438,5.575563e-05,0.015795048,0.077327274,37.27383,125.151,0.0003803768
160.619,1.06584595813188,149.3724,0.75,-0.234938,-0.748563759999996,0.654395436437776,11.20293,0.000394401799999999,0.05074188,0.02614226,0.000441832799999999,11.16894,0.01129324316,0.130909848,0.05439857,16.0978568,144.439892
172.131,0.810906223992369,105.5197368,0.228,-0.462134400000004,-1.65480280000001e-05,0.172360926802536,2.40584999904,33.6433264,0.167821376,3.45521352,1.2733318,30.6201572,98.315518,0.349614076,7.13816736,2.66363552,66.2126872
241.1474,0.805643425239893,223.3388,0.5,-0.539063999999996,-1.21365584000001,0.574789375076047,11.16694,0.0003068195,0.01426889,0.07268252,0.001100912,17.72037,0.00220295528,0.0326655388,0.162242404,25.8221083999999,215.561068
224.3979,0.937610944524451,198.396,0.825,-0.298445999999984,-6.20724639999997,0.777938748534619,16.36767,15.47547,0.1518276,0.04779201,1.91265699999999,8.414521,45.4406424,0.316214192,0.0719571484,165.5530472,15.4310856
179.8255,0.633590352933687,153.1168,0.425,-0.43526,-0.19227068,0.571152315307146,6.507464,0.002645519,6.176392,0.0108742,17.26364,3.693121,0.008226307,11.0371828,0.0194255052,142.3455,26.9318768
129.4077,0.65911300277919,79.86863,0.525,-0.170144000000001,-1.211864,0.491604150172579,4.193103075,0.08016572,0.137864,0.006301576,1.272608,106.0052,0.13064284,0.1841619,0.0084150928,60.098182,128.0243
153.6702,1.11523110924149,136.264888,0.687,-0.198576000000003,-0.881365880000093,0.546243357235194,9.3613978056,0.0273508924,0.00843631832000001,0.14552078,17.223772,0.000404530964000001,0.447763356,0.0810960532,1.39474084,100.2789048,52.145502
347.526,0.825133221552092,244.737388,0.473,-0.516844000000006,-0.0221006432800015,0.40369194757659,11.5760784524,0.00133277676,0.276655204,15.5282412,0.500094868,89.0065808,0.00201429872,0.339673376,15.1144636,108.624536,225.98882
207.7168,0.690494768707715,159.47415,0.375,-0.425281999999996,-0.821212000000004,0.416955347131466,5.980280625,2.292174225e-07,1.373460675e-05,0.00038456625,48.581945,0.004161991625,7.14962364000001e-06,0.000180993144,0.00507000368,180.669544,27.8007548
259.8926,0.872677956476209,247.9904,0.775,-0.407545999999996,-5.75027120000003,0.847400374781467,19.219256,0.0303509399999999,0.302088399999999,0.03145684,4.86147699999999,6.67653099999998,1.41352248,4.80347483999999,0.0841677183999999,98.0958615999997,157.347412
234.138,1.4,224.953,0.85,-0.273817999999977,-0.124287199999987,0.583325248967947,19.121005,0.0001371596,0.1881112,1.042915e-05,8.99748799999996,5.35686099999999e-06,0.003560293,1.907341,8.294317e-05,214.2898,2.612457
180.5766,0.901540333808653,130.078724,0.352,-0.370237999999986,-0.458364152000004,0.281256325542672,4.5787710848,0.004780633,1.74799096,0.918767168,1.045866048e-05,48.2760752,0.0360688236,6.98137052,0.977444204,24.3374248,148.904724
306.5242,0.557853660623509,278.7983,0.425,-0.644141999999988,-1.98682000000001,0.692937390812618,11.84892775,0.6643021,15.30442,11.96802,0.0004680351,0.001261588,29.8727128,201.61728,75.5113252,0.00828866272,0.0191778612
139.2803,1.06008104652816,127.7537,0.8,-0.131305999999995,-0.0391283879999998,0.692204966114641,10.220296,0.00552004499999999,2.312383,0.0003638417,1.059584,8.151602,0.0991842688,14.721974,0.00231466244,76.7342288,47.7613492
212.2639,0.854802179413748,192.7907,0.75,-0.290601999999993,-6.64009760000003,0.79690322321974,14.4593025,0.468828299999999,1.696971,11.63606,4.91807499999999,0.810343599999999,1.7839674,4.15322399999999,17.057864,188.546599999999,2.0923554
143.2997,1.09032132574697,116.608,0.825,-0.140166000000001,-0.729245640000004,0.615718931977565,9.62016,10.38149,2.274432,14.37901,1.658363,0.556411999999999,45.2531964,6.14753536,23.1696732,65.2754132,6.50682748
188.3947,0.656217745537429,176.5041,0.525,-0.352954000000011,-3.0977884,0.749544548938662,9.26646525,0.01011406,0.0002082066,3.506777e-05,11.87004,0.01022844,0.051738934,0.000482397256,8.07928916e-05,190.579732,0.185982268
309.7508,0.900787654423733,174.530008,0.578,-0.302264000000022,-0.0747285716000052,0.361545603617375,10.0878344624,0.00417712172,10.608996,0.00308894128,136.89994,3.1613258e-06,0.129483028,113.295056,0.0256564712,208.60846,0.003420811
349.3863,0.791424838776991,288.1391,0.4,-0.702663000000001,-0.201274,0.416818166254105,11.525564,51.25003,9.681025,0.002884126,0.1094571,0.2663347,315.505668,32.769846,0.00976096748,0.394339984,0.884934456
280.3845,1.18595860107071,262.3232,0.875,-0.458125999999993,-0.00408148719999998,0.690273536389859,22.95328,0.1398746,0.661902399999999,9.60057499999999,7.69103699999998,0.01540233,9.050236,11.07115,40.8640452,219.199828,0.246501392
241.6916,0.914800347355079,141.293068,0.608,-0.232203999999996,-1.69878040000002,0.388540734710962,8.5906185344,0.447926316,25.325362,0.0566967264,76.8489188,1.96616972e-05,3.2660598,101.415676,0.22626008,138.0835,1.31968944
300.2372,0.75065584557222,279.998276,0.596,-0.469643999999988,-1.08854756400003,0.740450865205606,16.6878972496,0.000739181292,0.157988856,0.00051364402,20.0792492,0.000612645636,0.00387915192,0.4193483,0.00136056124,300.185468,0.0019113494
164.2455,0.98506625127594,152.3837,0.75,-0.199761999999993,-0.5942678,0.706384006971827,11.4287775,0.000351476799999999,0.0898581099999999,1.930689e-05,1.841547,9.93012199999999,0.0028761182,0.212535084,4.33636496e-05,81.322756,83.2622072
178.3798,1.05030228616483,96.10221,0.775,-0.130041999999996,-0.1027394688,0.397534746393866,7.447921275,4.542876,12.34094,7.133882,0.685677399999999,131.315,11.9718856,23.329664,13.3361048,50.6058784,152.948696
284.1957,0.898058314055244,270.0779,0.75,-0.325308000000007,-3.23661044,0.793648630276033,20.2558425,3.69661599999999,0.0935528399999999,0.01345716,6.66212299999999,3.65210199999999,29.4355344,0.349597388,0.046327086,29.390898,228.021296
355.7975,1.15558154286038,344.3522,1,-0.326040000000006,-2.85669400000033,0.837528073254451,34.43522,4.037861,0.1940025,0.1211443,6.774452,0.3183937,23.7144864,0.541978148,0.226886412,331.152844,1.35669788
168.8766,0.621497175168675,156.82,0.5,-0.350104000000002,-2.14189072,0.747072616873125,7.841,3.246594e-07,0.00170114,0.000248432,4.869303,7.186486,1.55101352e-06,0.00345919012,0.000502658408,64.810296,105.1401464
184.3879,0.627275505680155,84.5058692,0.428,-0.197873600000001,-1.82674956,0.3127086500798,3.61685120176,0.00359506868,9.98083872,1.38658072e-05,0.0284555868,205.846152,0.01611165,22.9392796,3.18646572e-05,42.298152,236.434804
215.1072,0.713246429184986,125.0512,0.575,-0.22619000000001,-1.65312399999999,0.468663525353798,7.190444,2.469807,0.02663914,0.4763451,2.59585100000001,112.2553,2.14023744,0.0238019956,0.427273256,94.8360627999998,146.693488
167.5667,0.964533324885478,135.349892,0.549,-0.246191999999994,-0.147098480000001,0.459753775008243,7.4307090708,0.0156963148,0.0229024492,0.000275315388,32.1795004,0.000988669368,4.2674728,2.1243152,0.025524894,157.07644,4.1441568
243.0893,0.788615187885932,187.485488,0.576,-0.325011999999973,-2.5465664,0.563325175990884,10.7991641088,1.26310404,18.7819832,0.00220789596,8.57427472000005e-05,35.6404664,12.02488932,101.9503168,0.01193690408,0.103469876,130.062728
228.844,0.74460193024777,190.6629,0.4,-0.647976499999984,-0.00421889880000002,0.447571575818928,7.626516,0.0008597765,0.01881208,4.454389e-06,0.005163153,38.16061,0.0039202572,0.043224862,1.0162734e-05,0.011348976,228.79168
328.9208,0.858336462467217,267.567,0.425,-0.660040000000009,-0.393506120000002,0.402784342263229,11.3715975,15.026,9.600128,0.9939382,0.01353419,36.16234,50.6287056,18.8641176,1.669863,53.7236292,204.737712
290.2713,0.817661711551827,177.470388,0.599,-0.296388000000007,-2.36205760000001,0.447893708083888,10.6304762412,1.117063352,0.669378696,0.0452059764,0.1185959884,112.120056,4.3142572,1.6033538,0.088679362,108.6781196,177.6554
214.0376,1.01852516057128,196.3688,0.525,-0.476644000000007,-2.08163000000023e-05,0.472900698149528,10.309362,3.364566e-05,1.03826,0.1673775,16.46183,0.002503734,0.000616457056,6.69070436,0.785958052,206.544584,0.016974454
259.2742,0.84637853401573,249.8492,0.7,-0.34251799999997,-3.12451919999999,0.796988509642457,17.489444,0.0003423472,0.3817448,8.417171e-05,9.044454,1.660865e-05,0.00265022167999999,2.14833535999999,0.000470985103999999,259.066163999999,0.000197662923999999
277.9319,0.910486006862711,262.7492,0.625,-0.417456000000016,-0.304427800000003,0.648947775107739,16.421825,0.02057314,0.03333377,0.2355384,13.88801,1.014381,0.0873727792,0.0801711208,0.416252908,274.745312,2.76857308
127.5515,0.975302428726969,99.0014392,0.778,-0.1271536,-3.236044108,0.61915050156041,7.70231196976,6.47520644,19.2837244,1.3194692,0.0373164131999998,1.46957812,20.5032052,41.3132832,1.83826864,63.5559984000003,2.63335192
251.1067,1.01985436231475,243.7567,0.875,-0.292929999999984,-2.1215388,0.832852619860843,21.32871125,0.00861521199999999,0.02418981,0.0001056325,7.21753299999998,0.1002985,0.04771813,0.063345466,0.00026192122,251.0159,0.28841112
291.6356,0.906385603039345,225.1524,0.4,-0.511140000000012,-0.00549971080000005,0.340708553049785,9.006096,0.001071047,1.172689,0.00552821,65.44124,0.01280149,0.00345219776,2.03579928,0.00934460492,289.543436,0.197119912
156.4796,0.99293979197841,144.9217,0.75,-0.216166000000001,-0.885931119999999,0.699542396700241,10.8691275,0.003385921,0.03159556,1.444919,10.05785,0.0320926299999999,0.0172794992,0.109774576,4.07442072,151.26822,1.075182752
142.8472,1.01295886145544,134.7384,0.825,-0.132871999999992,-0.482902839999947,0.76821325142857,11.115918,0.0831234699999999,0.654771999999999,0.03332863,2.11567099999999,5.222611,0.377882372,1.68586204,0.0483015284,125.2179,15.5377072
223.514,1.00911872846931,123.077372,0.561,-0.219248000000007,-0.41486124,0.306121673267062,6.9046405692,56.7611908,60.6907296,29.19959,0.000406661724,2.3840192,121.4948,88.769582,35.487878,14.078902,12.64774
176.1904,0.687699855628325,166.783,0.6,-0.360408000000007,-4.93836480000002,0.825889333387814,10.00698,0.2019695,8.878073,0.009953986,0.3152974,0.0009100408,15.40956296,156.5011,0.175181456,5.57082740000001,0.0160357052
