312.4673,312.2435,309.473,282.2411,209.6867,187.34,163.1729,136.6097,107.4223,76.88278,48.56541,26.74595,13.0695,5.875308,2.513321,1.045885,0.4284873,0.1738739,0.0700955,0.02811714,0.01122964,0.004464777,0.001764176,0.0006890455,0.0002618721,9.225583e-05,2.475775e-05,-2.343465e-06,-1.349724e-05,-1.83677e-05,-2.076734e-05,-2.219744e-05,-2.324823e-05,-2.415136e-05,-2.499762e-05,-2.58225e-05,-2.663987e-05,-2.745509e-05,-2.827024e-05,-2.908609e-05,-2.990292e-05,-3.072079e-05,-3.153971e-05,-3.235966e-05,-3.31806e-05
358.5386,358.5164,358.4544,358.2015,356.4407,354.8748,351.8888,346.1681,335.5833,317.5814,290.4741,254.5432,211.7972,165.1949,118.5076,76.48882,43.85732,22.56854,10.7403,4.870443,2.144291,0.9244757,0.3909744,0.1612759,0.06346274,0.02204042,0.004422574,-0.003258906,-0.00683498,-0.008731595,-0.009948683,-0.01089493,-0.01173599,-0.01253842,-0.01332864,-0.01411691,-0.01490709,-0.01570046,-0.01649735,-0.01729769,-0.01810131,-0.01890799,-0.01971753,-0.02052973,-0.02134441
165.5003,161.5753,142.9651,117.0819,93.79912,88.75798,84.04994,79.6664,75.58964,71.79238,68.23401,64.84898,61.51911,58.01338,53.87562,48.29004,40.20757,29.40215,17.98505,9.180081,4.087556,1.667814,0.6351994,0.2159505,0.04864337,-0.01855925,-0.04660022,-0.05944522,-0.0664254,-0.07115373,-0.07502389,-0.07857178,-0.08200279,-0.08539523,-0.08877871,-0.09216419,-0.09555555,-0.09895397,-0.1023596,-0.1057724,-0.1091919,-0.1126178,-0.1160499,-0.1194878,-0.1229312
207.4506,201.6917,185.6303,155.6683,120.068,111.7099,103.8454,96.53454,89.79439,83.60785,77.93271,72.70836,67.8594,63.29667,58.91763,54.60949,50.25749,45.7551,41.00201,35.8756,30.19009,23.73872,16.59128,9.523304,3.77339,0.00413306,-2.095807,-3.198743,-3.813374,-4.211833,-4.518776,-4.787456,-5.039931,-5.28523,-5.527049,-5.766922,-6.005512,-6.243125,-6.479925,-6.716016,-6.951472,-7.186357,-7.420726,-7.65463,-7.888114
154.4631,149.3853,132.7464,112.3765,93.21664,88.83133,84.6372,80.64331,76.85589,73.27828,69.91068,66.75005,63.79011,61.02143,58.43161,56.00523,53.72353,51.56351,49.4963,47.48522,45.48427,43.43953,41.29609,39.0108,36.5645,33.96486,31.23525,28.39217,25.41282,22.19394,18.53126,14.24743,9.602117,5.486977,2.670693,1.127692,0.3956776,0.07237547,-0.06799505,-0.1310145,-0.1621971,-0.1804434,-0.1934604,-0.2043605,-0.2143941
262.2208,260.8032,255.1861,236.068,187.1777,169.881,151.5256,132.8678,114.5983,97.26184,81.23863,66.76134,53.94327,42.80687,33.30825,25.35706,18.83229,13.59459,9.495415,6.382864,4.104638,2.509233,1.44798,0.7804557,0.3830463,0.1569437,0.03128054,-0.03962366,-0.08251796,-0.111846,-0.1349115,-0.1552208,-0.1743894,-0.1931375,-0.2117766,-0.2304371,-0.249171,-0.2679964,-0.2869179,-0.305934,-0.325041,-0.3442344,-0.3635096,-0.3828621,-0.4022874
158.1694,158.1649,158.1565,158.1357,158.0315,157.9381,157.7483,157.3503,156.517,154.8488,151.8046,146.9218,140.0615,131.3454,120.8017,107.9213,91.14715,67.51828,33.84694,-8.789478,-51.73725,-85.30735,-107.0718,-120.1292,-128.0832,-133.2412,-136.8303,-139.4809,-141.5288,-143.1653,-144.5071,-145.6297,-146.5848,-147.4088,-148.1283,-148.763,-149.3279,-149.8348,-150.2928,-150.7092,-151.0899,-151.4397,-151.7626,-152.0619,-152.3404
252.7017,252.7017,252.7017,252.7014,252.6969,252.6919,252.6818,252.6606,252.6161,252.5215,252.3185,251.8799,250.9306,248.8957,244.6749,236.5357,222.7129,202.9453,179.2715,154.6425,131.0966,109.1825,88.31643,67.56406,46.89606,28.31332,14.67527,6.728479,2.862338,1.171977,0.471151,0.1876598,0.0743132,0.02926733,0.01142867,0.004379945,0.001597505,0.0004980128,6.109555e-05,-0.000115427,-0.000189782,-0.0002241162,-0.0002428017,-0.0002553828,-0.0002655918
321.4061,321.2867,318.984,297.9864,256.9036,245.8851,234.8807,223.9456,213.0971,202.3247,191.5999,180.8865,170.1517,159.375,148.5543,137.7047,126.8524,116.025,105.2438,94.52294,83.87383,73.31425,62.8775,52.61821,42.60954,32.91789,23.51235,13.99371,2.867394,-14.19805,-47.73084,-117.4606,-242.8619,-410.5833,-568.1449,-678.2572,-743.4258,-780.6526,-803.0939,-817.9072,-828.6012,-836.9064,-843.7321,-849.5968,-854.817
192.6607,192.6607,192.6606,192.6605,192.6602,192.6599,192.6595,192.6588,192.6576,192.6554,192.6511,192.6429,192.6266,192.5934,192.5257,192.3903,192.134,191.6907,190.9964,189.9918,188.6012,186.6909,183.986,179.8734,172.909,159.5847,131.2589,66.64709,-86.01224,-449.2362,-1299.551,-3211.018,-7211.07,-14726.46,-27065.03,-44750.61,-67430.99,-94322.88,-124629.9,-157718.1,-193136.1,-230581,-269857.4,-310842.8,-353463.6
288.2589,260.0438,229.6693,196.7529,161.5122,152.5892,143.7784,135.1916,126.945,119.1408,111.8504,105.1078,98.91246,93.23917,88.04864,83.29477,78.92868,74.89962,71.15369,67.63053,64.25822,60.94706,57.58373,54.02632,50.09316,45.5245,39.91135,32.73026,23.91416,14.86226,7.817287,3.625202,1.559192,0.6443364,0.2607142,0.1041755,0.041212,0.01609832,0.006134322,0.002192895,0.0006336759,1.29336e-05,-0.0002393534,-0.0003474033,-0.0003991265
251.1879,251.1878,251.1876,251.187,251.1844,251.1827,251.1799,251.1751,251.1671,251.1534,251.1309,251.0951,251.0415,250.9659,250.8658,250.7399,250.5877,250.4087,250.2019,249.9639,249.6871,249.357,248.9468,248.4127,247.6871,246.6682,245.1973,243.0046,239.5809,233.86,223.4055,202.2933,155.6282,46.07314,-215.1847,-809.7271,-1996.483,-3895.31,-6212.426,-8426.282,-10244.03,-11684.67,-12880.41,-13942.91,-14938.5
184.1829,183.978,183.4947,182.0738,177.095,174.5629,171.2426,167.025,161.8541,155.7378,148.744,140.9842,132.5909,123.6929,114.3889,104.7189,94.62976,83.93293,72.25255,58.97496,43.22799,23.95331,0.1867894,-28.31898,-60.19326,-91.93174,-118.9746,-138.4143,-150.5967,-157.7663,-162.061,-164.8233,-166.7615,-168.23,-169.4081,-170.3915,-171.2353,-171.9734,-172.6286,-173.2169,-173.75,-174.237,-174.6848,-175.099,-175.4841
