318.826,318.826,318.8257,318.825,318.8223,318.8205,318.8176,318.8125,318.8033,318.7853,318.7487,318.67,318.4939,318.086,317.1168,314.77,309.0111,294.7604,259.489,173.6743,-24.73691,-438.1458,-1172.778,-2263.606,-3655.174,-5257.691,-6997.099,-8827.65,-10725.18,-12677.59,-14678.23,-16722.45,-18806.14,-20925.38,-23076.38,-25255.62,-27459.85,-29686.17,-31932.03,-34195.18,-36473.67,-38765.78,-41070.04,-43385.17,-45710.04
345.314,345.3139,345.3138,345.3137,345.3132,345.313,345.3127,345.3123,345.3117,345.3108,345.3094,345.3071,345.3034,345.2968,345.2852,345.2639,345.2244,345.1501,345.0109,344.7526,344.2815,343.4336,341.9132,339.1621,334.0996,324.6865,307.4377,277.5856,231.0617,168.0968,95.49099,24.85082,-33.10434,-74.47188,-102.3808,-122.1719,-137.8946,-151.8068,-164.9954,-177.9447,-190.8598,-203.8223,-216.8614,-229.9843,-243.1893
143.9149,143.7748,143.392,142.2851,138.315,135.8164,132.0605,126.8243,120.1901,112.4755,104.0622,95.28871,86.4208,77.65656,69.13589,60.9426,53.09294,45.50208,37.91442,29.77443,20.0202,6.845742,-12.32081,-40.09713,-77.33126,-121.1887,-165.68,-205.4056,-238.609,-266.4665,-290.8899,-313.3641,-334.7972,-355.6978,-376.347,-396.9067,-417.4785,-438.1318,-458.9194,-479.8842,-501.0631,-522.4886,-544.1902,-566.1953,-588.5291
278.4456,278.4413,278.4161,278.217,276.0001,273.8549,269.8683,262.8243,251.4317,235.1337,214.8054,192.4543,170.1955,149.4792,130.9197,114.4644,99.59092,85.36187,70.2371,51.54893,24.67042,-17.40046,-82.04149,-171.274,-276.3052,-379.5471,-464.6792,-525.8275,-567.2287,-596.3314,-618.9722,-638.5798,-656.9419,-674.9664,-693.1308,-711.7083,-730.8745,-750.7565,-771.4554,-793.0578,-815.6405,-839.2735,-864.0215,-889.9443,-917.0978
206.5171,206.4388,206.2556,205.7332,204.1075,203.3715,202.4645,201.3738,200.0882,198.5929,196.8644,194.8634,192.5249,189.743,186.3474,182.0713,176.515,169.1178,159.1541,145.7328,127.6997,103.304,69.60941,21.80109,-47.41596,-148.1321,-292.8575,-494.6567,-762.9399,-1097.245,-1482.001,-1887.482,-2279.708,-2634.115,-2942.456,-3208.993,-3442.528,-3651.098,-3840.363,-4013.877,-4173.797,-4321.489,-4457.929,-4583.928,-4700.25
321.1327,321.1325,321.1318,321.1285,321.1073,321.0914,321.0651,321.0223,320.9546,320.851,320.6978,320.4778,320.1665,319.7245,319.0814,318.0996,316.4897,313.6114,308.0127,296.4897,272.7112,227.1351,152.3519,52.52429,-55.77635,-154.8148,-235.8865,-299.8884,-351.9259,-396.8706,-437.9541,-476.9927,-514.9292,-552.2371,-589.1543,-625.8037,-662.2529,-698.5421,-734.6976,-770.7381,-806.678,-842.5289,-878.3003,-914.0003,-949.6358
332.3934,332.3861,332.363,332.2531,331.3568,330.5389,328.9998,326.1131,320.8405,311.7619,297.5504,277.8181,253.5475,226.6337,199.0977,172.5824,148.1896,126.495,107.6203,91.31495,77.02764,63.97123,51.24313,38.17113,24.97507,13.11005,4.230603,-1.324383,-4.457658,-6.244194,-7.389698,-8.254267,-9.001106,-9.700182,-10.38074,-11.05486,-11.72755,-12.40083,-13.07555,-13.75202,-14.43032,-15.11047,-15.7924,-16.47606,-17.16137
242.4575,242.4539,242.4267,242.1471,238.1162,233.77,225.2925,210.0139,186.0545,154.9157,121.7895,92.21449,68.88565,51.22498,36.44356,20.13697,-3.776327,-40.94452,-89.19392,-135.7831,-169.8376,-190.5479,-202.1942,-208.8081,-212.8575,-215.6271,-217.7435,-219.5068,-221.0623,-222.4833,-223.8095,-225.0645,-226.264,-227.4197,-228.5407,-229.6347,-230.7083,-231.7673,-232.817,-233.8622,-234.907,-235.9556,-237.0115,-238.0783,-239.1591
214.8963,214.6084,209.2951,151.4821,31.88279,13.57319,1.281745,-6.771945,-12.27956,-16.42508,-19.90332,-23.07909,-26.13029,-29.13925,-32.1424,-35.15513,-38.18342,-41.22918,-44.2926,-47.37314,-50.46999,-53.58226,-56.70905,-59.84951,-63.00281,-66.16818,-69.34491,-72.53232,-75.72979,-78.93674,-82.15264,-85.37699,-88.60933,-91.84922,-95.09626,-98.3501,-101.6104,-104.8768,-108.149,-111.4267,-114.7097,-117.9978,-121.2906,-124.5881,-127.8899
307.7823,307.7748,307.7537,307.63,305.8251,303.6866,298.9585,288.4172,265.5451,219.7933,139.9849,21.42267,-131.8257,-311.8249,-511.7113,-727.3192,-956.8167,-1199.842,-1456.759,-1728.163,-2014.608,-2316.482,-2633.965,-2967.04,-3315.52,-3679.082,-4057.298,-4449.668,-4855.637,-5274.619,-5706.011,-6149.2,-6603.578,-7068.546,-7543.516,-8027.92,-8521.207,-9022.848,-9532.335,-10049.18,-10572.93,-11103.13,-11639.36,-12181.22,-12728.34
